"document_index","document_title","paragraph_index","question","answer","label","__language__"
18,"REGULAMENTO_GERAL",2,"The use of studies is done according to what?","Studies carried out abroad may be taken advantage of provided that the legality of the course and of the institution of origin is proven and that the original documents have consular authentication and a translation by a public or sworn translator.",0,"empty"
18,"REGULAMENTO_GERAL",2,"When can special students enroll in isolated subjects?","Study abroad can be taken advantage of provided that the legality of the course and the institution of origin is proven and that the original documents have consular authentication and translation by a public or sworn translator.",0,"en"
18,"REGULAMENTO_GERAL",2,"Enrollment in isolated subjects depends on what?","The use of studies will be done according to specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"Who should be asked to take advantage of the subjects studied in another undergraduate course?","The use of studies will be made in accordance with specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"In which subjects can the special student not enroll?","The use of studies will be made in accordance with specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"Is it possible to take advantage of studies abroad?","The use of studies will be made in accordance with specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"The use of studies is made according to what?","The use of studies will be made according to specific regulations.",1,"en"
18,"REGULAMENTO_GERAL",2,"When can special pupils enroll in isolated subjects?","The use of studies will be done according to specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"On what does enrolment in isolated subjects depend?","The academic who is participating in the Student Mobility Programme will have the benefit of studies carried out in accordance with specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"Who should be asked to take advantage of the subjects studied in another degree course?","The academic who is participating in a Student Mobility Programme will have the benefit of studies carried out in accordance with specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"In which subjects can the special student not enroll?","The academic who is participating in the Student Mobility Programme will have the benefit of studies carried out in accordance with specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"Can studies abroad be taken advantage of?","The academic who is participating in a Student Mobility Programme will have the benefit of studies carried out in accordance with specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"The use of studies is done according to what?","The academic who is participating in a Student Mobility Programme will have the benefit of studies carried out in accordance with specific regulations.",0,"empty"
18,"REGULAMENTO_GERAL",2,"When can special pupils enroll in isolated subjects?","The academic who is participating in the Student Mobility Programme will have the benefit of studies carried out in accordance with specific regulations.",0,"en"
18,"REGULAMENTO_GERAL",2,"Enrollment in isolated subjects depends on what?","The study plan shall, after the academic has been informed, be approved by the Course Board and filed in the academic's file.",0,"empty"
18,"REGULAMENTO_GERAL",2,"Who should be asked to take advantage of the subjects studied in another undergraduate course?","The Study Plan should, after the academic's knowledge, be approved by the Course Board and filed in the academic's file.",0,"en"
18,"REGULAMENTO_GERAL",2,"In which subjects can the special pupil not enroll?","The Study Plan must, after knowledge of the academic, be approved by the Course Board and filed in the academic's file.",0,"en"
18,"REGULAMENTO_GERAL",2,"Is it possible to take advantage of studies abroad?","The study plan must be approved by the course board and filed in the academic's file after the academic has been informed of it.",0,"en"
18,"REGULAMENTO_GERAL",2,"The use of studies is done according to what?","The study plan shall, after the academic has been informed, be approved by the Course Board and filed in the academic's file.",0,"empty"
18,"REGULAMENTO_GERAL",2,"When can special pupils enroll in isolated subjects?","The Study Plan must, after the academic has been informed, be approved by the Course Board and filed in the academic's file.",0,"en"
18,"REGULAMENTO_GERAL",3,"Which disciplines have differentiated treatment with regard to the learning verification process?","Compulsory traineeships, complementary activities and course completion work will be treated differently as regards the duration of their activities and as regards the learning verification process, in accordance with their own regulations.",1,"empty"
18,"REGULAMENTO_GERAL",3,"What are the final results to be recorded for course completion work?","The subjects Compulsory Internship, Complementary Activities and Course completion work will be treated differently in terms of the duration of their activities and in terms of the learning verification process, according to their own regulations.",0,"en"
18,"REGULAMENTO_GERAL",3,"Which disciplines have differentiated treatment with regard to the learning verification process?","The regulations for the subjects of Compulsory Internship, Complementary Activities and Coursework should be assessed by the Course Board and approved by the Board of the Sectoral Administration Unit offering the course.",0,"empty"
18,"REGULAMENTO_GERAL",3,"What final results should be recorded for course completion work?","The regulations for the subjects of Compulsory Internship, Complementary Activities and Course completion work should be assessed by the Course Board and approved by the Board of the Sectoral Administration Unit offering the course.",0,"en"
18,"REGULAMENTO_GERAL",3,"Which disciplines have differentiated treatment with regard to the learning verification process?","Those responsible for the subjects of Compulsory Internship, Complementary Activities and Coursework should record, for the purpose of academic control, the final result of passing (AP) or failing (RP).",0,"empty"
18,"REGULAMENTO_GERAL",3,"What final results should be recorded for course completion work?","Those responsible for the subjects Compulsory Internship, Complementary Activities and Course completion work should record, for academic control, the final result of approved (AP) or refused (RP).",1,"en"
18,"REGULAMENTO_GERAL",3,"What subjects are treated differently with regard to the learning verification process?","The time load of compulsory traineeship must be met by the academic in its entirety.",0,"en"
18,"REGULAMENTO_GERAL",3,"What final results should be recorded for course completion work?","The compulsory traineeship workload must be completed by the academic in its entirety.",0,"en"
18,"REGULAMENTO_GERAL",4,"What should the teacher convey to the academic?","Grades and frequencies should be released into the Academic System within the deadlines set out in the Academic Calendar.",0,"en"
18,"REGULAMENTO_GERAL",4,"Where should grades and frequencies be released?","Grades and frequencies should be released in the Academic System within the deadlines set out in the Academic Calendar.",1,"en"
18,"REGULAMENTO_GERAL",4,"What should be the frequency of the academic in order to be approved in a discipline?","Grades and frequencies should be released in the Academic System within the deadlines set in the Academic Calendar.",0,"en"
18,"REGULAMENTO_GERAL",4,"Who should correct and prevent high failure rates?","Grades and frequencies should be released in the Academic System within the deadlines set in the Academic Calendar.",0,"en"
18,"REGULAMENTO_GERAL",4,"What should the teacher give to the academic?","For each subject studied, the teacher should give the academic an Average Achievement (MA), in the form of numerical degrees with a decimal place from 0,0 (zero comma zero) to 10,0 (ten comma zero).",1,"en"
18,"REGULAMENTO_GERAL",4,"Where should the grades and frequencies be set?","For each subject studied, the teacher should assign the academic an Average Achievement (MA), in the form of numerical grades with a decimal place from 0,0 (zero comma zero) to 10,0 (ten comma zero).",1,"en"
18,"REGULAMENTO_GERAL",4,"What should the academic's attendance be in order to pass in a discipline?","For each subject studied, the teacher should assign the academic an Average Achievement (MA), in the form of numerical grades with a decimal place from 0,0 (zero comma zero) to 10,0 (ten comma zero).",0,"empty"
18,"REGULAMENTO_GERAL",4,"Who should correct and prevent high failure rates?","For each subject studied, the teacher should assign the academic an Average Achievement (MA), in the form of numerical grades with a decimal place from 0.0 (zero comma zero) to 10.0 (ten comma zero).",0,"en"
18,"REGULAMENTO_GERAL",4,"What should the teacher convey to the academic?","To be approved in the discipline, the academic must obtain an attendance of at least seventy-five per cent and an Average Achievement (MA) of at least 6.0 (six zero commas).",0,"en"
18,"REGULAMENTO_GERAL",4,"Where should grades and frequencies be dropped?","To be passed in the discipline, the academic must obtain an attendance equal to or greater than seventy-five percent and an Average Achievement (MA) equal to or greater than 6.0 (six zero commas).",0,"en"
18,"REGULAMENTO_GERAL",4,"What should the academic's attendance be in order to pass in a discipline?","To be approved in the discipline, the academic must obtain a frequency equal to or greater than seventy-five per cent and an Average Achievement (MA) equal to or greater than 6.0 (six zero commas).",1,"empty"
18,"REGULAMENTO_GERAL",4,"Who should correct and prevent high failure rates?","To be passed in the discipline, the academic should achieve a frequency of at least seventy-five per cent and a GPA of at least 6.0 (six zeroes).",0,"en"
18,"REGULAMENTO_GERAL",4,"What should the teacher teach the academic?","It will be up to the Course Board to establish pedagogical measures to correct and prevent high failure rates and low performance in assessments.",0,"en"
18,"REGULAMENTO_GERAL",4,"Where should grades and frequencies be released?","It will be up to the Course Board to establish pedagogical measures to correct and prevent high failure rates and low performance in assessments.",0,"en"
18,"REGULAMENTO_GERAL",4,"What should be the frequency of the academic to be passed in a discipline?","It will be up to the Course Board to establish pedagogical measures to correct and prevent high failure rates and low performance in assessments.",0,"en"
18,"REGULAMENTO_GERAL",4,"Who should correct and prevent high failure rates?","It will be up to the Course Board to establish pedagogical measures to correct and prevent high failure rates and low performance in assessments.",1,"en"
18,"REGULAMENTO_GERAL",4,"What should the teacher tell the academic?","A score of 0.0 (zero comma zero) will be awarded for each event to the academic who does not perform the academic work or does not attend the assessments.",0,"en"
18,"REGULAMENTO_GERAL",4,"Where should the grades and frequencies be released?","A score of 0.0 (zero comma zero) will be awarded for each event to the academic who does not carry out the academic work or does not attend the assessments.",0,"en"
18,"REGULAMENTO_GERAL",4,"What should be the frequency of the academic to be passed in a discipline?","A score of 0,0 (zero comma zero), for each event, will be awarded to the academic who does not perform the academic papers or does not attend the assessments.",0,"en"
18,"REGULAMENTO_GERAL",4,"Who should correct and prevent high failure rates?","A score of 0.0 (zero comma zero) will be awarded for each event to the academic who does not carry out the academic papers or does not attend the assessments.",0,"en"
18,"REGULAMENTO_GERAL",5,"The curriculum of the course is composed of what?","Bachelor's degree: vocational training postgraduate course.",0,"en"
18,"REGULAMENTO_GERAL",5,"Where is the timetable for the curricular components?","Bachelor's degree: Graduate course in vocational training.",0,"en"
18,"REGULAMENTO_GERAL",5,"What is the type of undergraduate course that trains professionals?","Bachelor's degree: type of postgraduate vocational training course.  Bachelor's degree: form of postgraduate vocational training course.  Bachelor's degree: form of postgraduate vocational training course.  Bachelor's degree: form of postgraduate vocational training course.  Bachelor's degree: form of postgraduate vocational training course.  Bachelor's degree: form of postgraduate vocational training course.  Bachelor's degree: form of post",1,"en"
18,"REGULAMENTO_GERAL",5,"The curricular matrix of the course is composed of what?","Course time load: number of class hours obtained from the sum of the time loads of the curricular components provided for in the Pedagogical Project of the Course.",0,"en"
18,"REGULAMENTO_GERAL",5,"Where is the time load of the curricular components envisaged?","Course time load: number of classroom hours obtained by summing the time loads of the curricular components envisaged in the Pedagogical Project of the Course.",1,"en"
18,"REGULAMENTO_GERAL",5,"What type of undergraduate course trains professionals?","Hourly load of the course: number of classroom hours obtained from the sum of the hourly loads of the curricular components provided for in the Pedagogical Project of the course.",0,"en"
18,"REGULAMENTO_GERAL",5,"The curricular matrix of the course is composed of what?","Semester Hourly Load: number of class hours obtained by summing the hourly loads of the subjects allocated in the semester, as provided for in the Pedagogical Project of the Course.",0,"en"
18,"REGULAMENTO_GERAL",5,"Where is the time-load of the curricular components expected?","Semester Time-load: number of classroom hours obtained by the sum of the time-loads of the subjects allocated in the semester, as laid down in the Pedagogical Project of the Course.",0,"en"
18,"REGULAMENTO_GERAL",5,"What is the type of undergraduate course that trains professionals?","Semester time load: number of classroom hours obtained by summing the time loads of the subjects allocated in the semester, as provided for in the Pedagogical Project of the Course.",0,"en"
18,"REGULAMENTO_GERAL",5,"The curricular matrix of the course is composed of what?.","Curricular component: is each of the disciplines or academic activities that make up the Curricular Matrix of the Course.",1,"en"
18,"REGULAMENTO_GERAL",5,"Where is the time load of the curricular components envisaged?","Curricular component: each of the subjects or academic activities that make up the Curricular Matrix of the Course.",0,"en"
18,"REGULAMENTO_GERAL",5,"What type of undergraduate course trains professionals?","Curricular component: each of the disciplines or academic activities that make up the Curricular Matrix of the Course.",0,"en"
18,"REGULAMENTO_GERAL",5,"What is the curricular matrix of the course?","Discipline: the set of studies and/or activities corresponding to a teaching programme developed in a school year.",0,"en"
18,"REGULAMENTO_GERAL",5,"Where is the hourly load of the curricular components foreseen?","Discipline: is the set of studies and/or activities corresponding to an educational programme developed in a school year.",0,"empty"
18,"REGULAMENTO_GERAL",5,"What is the type of undergraduate course that trains professionals?","Discipline: is the set of studies and/or activities corresponding to an educational programme developed in a school year.",0,"empty"
18,"REGULAMENTO_GERAL",6,"Is there an interaction between who in the classroom?","Optional discipline: complementary discipline of the profile and skills and abilities of academic training according to the Pedagogical Project of the course.",0,"empty"
18,"REGULAMENTO_GERAL",6,"Where is the maximum time for curricular integration calculated?","Optional discipline: complementary discipline of the profile and competencies and skills of academic training according to the Pedagogical Project of the course.",0,"en"
18,"REGULAMENTO_GERAL",6,"Where are the contents of a discipline developed?","Optional discipline: complementary discipline of the profile and competencies and skills of academic training according to the Pedagogical Project of the course.",0,"en"
18,"REGULAMENTO_GERAL",6,"Who is excluded by retirement loses the academic link with whom?","Optional discipline: complementary discipline of the profile and competencies and skills of academic training according to the Pedagogical Project of the course.",0,"en"
18,"REGULAMENTO_GERAL",6,"Is there an interaction between who in the classroom?","Exclusion by Retirement: loss of academic link with UFMS for exceeding the maximum time for curricular integration provided for in the Pedagogical Project of the Course.",0,"empty"
18,"REGULAMENTO_GERAL",6,"Where is the maximum time for curricular integration calculated?","Exclusion by Retirement: loss of academic link with UFMS for exceeding the maximum time for curricular integration provided for in the Pedagogical Project of the Course.",1,"en"
18,"REGULAMENTO_GERAL",6,"Where are the contents of a subject developed?","Exclusion by retirement: loss of academic link with UFMS for exceeding the maximum time for curricular integration provided for in the Pedagogical Project of the Course.",0,"en"
18,"REGULAMENTO_GERAL",6,"Who is excluded by retirement loses the academic link with whom?","Exclusion by retirement: loss of academic link with UFMS for exceeding the maximum time for curricular integration provided for in the Pedagogical Project of the Course.",1,"en"
18,"REGULAMENTO_GERAL",6,"Interaction between whom occurs in classroom time?","Classroom time: period during which the programmatic contents of a discipline are developed, promoting interaction between teacher and academic.",1,"en"
18,"REGULAMENTO_GERAL",6,"Where is the maximum time for curricular integration calculated?","Classroom time: period during which the programmatic contents of a discipline are developed, promoting interaction between teacher and academic.",0,"en"
18,"REGULAMENTO_GERAL",6,"Where are the contents of a discipline developed?","Classroom time: period during which the programmatic contents of a discipline are developed, promoting interaction between teacher and academic.",1,"en"
18,"REGULAMENTO_GERAL",6,"Who is excluded by retirement loses the academic link with whom?","Classroom time: period in which the programmatic contents of a discipline are developed, promoting interaction between teacher and academic.",0,"en"
18,"REGULAMENTO_GERAL",6,"Is there an interaction between whom in the classroom?","Assessment tools: tests (written, practical or oral), theoretical or practical work, reports, seminars, debates, among others, as scheduled in the Curriculum.",0,"en"
18,"REGULAMENTO_GERAL",6,"Where is the maximum time for curricular integration calculated?","Assessment tools: tests (written, practical or oral), theoretical or practical work, reports, seminars, debates, among others, as scheduled in the Curriculum.",0,"en"
18,"REGULAMENTO_GERAL",6,"Where are the contents of a subject developed?","Assessment tools: tests (written, practical or oral), theoretical or practical work, reports, seminars, debates, among others, as scheduled in the Curriculum.",0,"en"
18,"REGULAMENTO_GERAL",6,"Who is excluded by retirement loses the academic link with whom?","Assessment tools: tests (written, practical or oral), theoretical or practical work, reports, seminars, debates, among others, as scheduled in the Curriculum.",0,"en"
18,"REGULAMENTO_GERAL",7,"The home exercise regimen replaces what?","Curricular integration: complying with the curriculum schedule and curricular structure provided for in the Curriculum Pedagogical Project.",0,"empty"
18,"REGULAMENTO_GERAL",7,"Where are academics' activities carried out as home-based exercises?","Curricular integration: compliance with the course workload and curricular structure provided for in the Pedagogical Project of the Course.",0,"en"
18,"REGULAMENTO_GERAL",7,"What is the purpose of the bachelor's degree?","Curricular integration: compliance with the course time and curricular structure provided for in the Pedagogical Project of the Course.",0,"en"
18,"REGULAMENTO_GERAL",7,"When will the home-training student be able to give the tests that were applied during the absence?","Curricular integration: compliance with the course workload and the curricular structure, provided for in the Pedagogical Project of the Course.",0,"en"
18,"REGULAMENTO_GERAL",7,"What does the home-based training scheme replace?","Bachelor's degree: form of postgraduate training course for the exercise of the magisterium.",0,"en"
18,"REGULAMENTO_GERAL",7,"Where are the academic activities carried out in the form of home-based exercises?","Degree:Graduate course of training for the exercise of the magisterium.",0,"en"
18,"REGULAMENTO_GERAL",7,"What is the purpose of the bachelor's degree?","Bachelor's degree:Graduate training course for the exercise of the magisterium.",1,"en"
18,"REGULAMENTO_GERAL",7,"When will the home-training academic be able to provide the evidence that has been applied during the absence?","Licentiate:Graduate course of training for the exercise of the magisterium.",0,"en"
18,"REGULAMENTO_GERAL",7,"The home exercise regimen replaces what?","Curricular matrix: set of curricular components distributed by disciplines and activities with their respective time loads.",0,"empty"
18,"REGULAMENTO_GERAL",7,"Where are academics' activities carried out as home-based exercises?","Curricular matrix: set of curricular components distributed by disciplines and activities with their respective time loads.",0,"en"
18,"REGULAMENTO_GERAL",7,"What is the purpose of the bachelor's degree?","Curricular matrix: set of curricular components distributed by disciplines and activities with their respective time loads.",0,"en"
18,"REGULAMENTO_GERAL",7,"When will the academic on home practice be able to provide the evidence that has been applied during the absence?","Curricular matrix: set of curricular components distributed by disciplines and activities with their respective time loads.",0,"empty"
18,"REGULAMENTO_GERAL",7,"The home exercise regimen replaces what?","Home Practice Scheme: replacement of the lessons not attended by the academic with activities carried out in a home or hospital environment, ensuring the possibility for the academic to give, at another time, the tests that were applied during the period of absence.",1,"empty"
18,"REGULAMENTO_GERAL",7,"Where are academics' home-based exercises carried out?","Home-based exercises: replacement of lessons not attended by the academic with activities carried out in a home or hospital setting, ensuring that the academic is able to give the tests that were applied during the period of absence at another time.",1,"en"
18,"REGULAMENTO_GERAL",7,"What is the purpose of the bachelor's degree?","Home Practice Scheme: replacement of the lessons not attended by the academic by activities carried out in a home or hospital environment, ensuring the possibility for the academic to give, at another time, the tests that were applied during the period of absence.",0,"en"
18,"REGULAMENTO_GERAL",7,"When will the home-training student be able to give the tests that were applied during the period of absence?","Home-training scheme: replacement of the lessons not attended by the student with activities carried out in a home or hospital setting, ensuring the possibility for the student to give the tests that were applied during the period of absence at another time.",1,"en"
18,"REGULAMENTO_GERAL",8,"In which year will graduation students be able to be enrolled in subjects without having fulfilled all the prerequisites?","In the year of implementation of the new curriculum matrix, students with an expectation of graduation from the previous curriculum matrix in that year will be able to be enrolled in subjects without having fulfilled all the prerequisites necessary for enrollment.",1,"en"
18,"REGULAMENTO_GERAL",8,"What should be respected in the enrolment of subjects?","In the year of the introduction of a new curriculum, students who are expected to be awarded a degree by the previous curriculum in that year may be enrolled in subjects without having fulfilled all the necessary prerequisites for enrolment.",0,"en"
18,"REGULAMENTO_GERAL",8,"What are the stages of enrolment renewal?","In the year of introduction of a new curriculum, students who are expected to complete their degree from the previous curriculum in that year may be enrolled in subjects without having met all the prerequisites for enrolment.",0,"en"
18,"REGULAMENTO_GERAL",8,"When is the renewal of enrolment converted into closure?","In the year of implementation of the new curriculum matrix, students who are expected to complete their degree by the previous curriculum matrix in that year may be enrolled in subjects without having met all the necessary prerequisites for enrolment.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who approves the validation of the matriculation?","In the year of implementation of the new curriculum, students who are expected to complete their degree by the previous curriculum in that year may be enrolled in subjects without having fulfilled all the necessary prerequisites for enrollment.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who should submit the enrolment form on the enrolment confirmation?","In the year of introduction of a new curriculum, students who are expected to complete a degree from the previous curriculum in that year may be enrolled in subjects without having met all the necessary prerequisites for enrolment.",0,"en"
18,"REGULAMENTO_GERAL",8,"In which year can undergraduate students be enrolled in subjects without having fulfilled all the prerequisites?","Enrollment renewal consists of three consecutive stages: enrolment, confirmation and validation.",0,"en"
18,"REGULAMENTO_GERAL",8,"What should be respected in the registration of subjects?","The renewal of registration consists of three consecutive stages: registration, confirmation and validation.",0,"en"
18,"REGULAMENTO_GERAL",8,"What are the stages of registration renewal?","Registration renewal consists of three consecutive stages: registration, confirmation and validation.",1,"en"
18,"REGULAMENTO_GERAL",8,"When is the renewal of registration converted into closure?","The renewal of registration consists of three consecutive stages: registration, confirmation and validation.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who approves the validation of the registration?","The renewal of registration consists of three consecutive stages: registration, confirmation and validation.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who should submit the registration form on the registration confirmation?","The renewal of registration consists of three consecutive stages: registration, confirmation and validation.",0,"en"
18,"REGULAMENTO_GERAL",8,"In which year will graduate students be able to enroll in subjects without having met all the prerequisites?","Registration in the subjects will be done online, by the academic, and will consist of choosing the listed subjects, respecting the prerequisites.",0,"en"
18,"REGULAMENTO_GERAL",8,"What should be respected in the registration of the subjects?","The registration of the subjects will be done online, by the academic, and will consist of the choice of the listed subjects, respecting the prerequisites.",1,"en"
18,"REGULAMENTO_GERAL",8,"What are the stages of renewal?","Registration in the subjects will be done online, by the academic, and will consist of the choice of the listed subjects, respecting the prerequisites.",0,"en"
18,"REGULAMENTO_GERAL",8,"When is the renewal of registration converted into closure?","Registration in the subjects will be done online, by the academic, and will consist of the choice of the listed subjects, respecting the prerequisites.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who approves the validation of the registration?","Registration in the subjects will be done online, by the academic, and will consist of the choice of the listed subjects, respecting the prerequisites.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who should submit the enrolment form on the enrolment confirmation?","Enrollment in the subjects will be done online, by the academic, and will consist of the choice of the listed subjects, respecting the prerequisites.",0,"en"
18,"REGULAMENTO_GERAL",8,"In which year will graduate students be able to enroll in subjects without having met all the prerequisites?","The confirmation of enrollment will be made by the Course Coordination, by the submission by the academic of the registration form printed in two lines, on the date provided in the Academic Calendar, which must be signed by the Coordinator and the academic.",0,"en"
18,"REGULAMENTO_GERAL",8,"What should be respected in the registration of the subjects?","The confirmation of the registration will be made by the Course Coordination, by the presentation, by the academic, of the registration form printed in two lines, on the date provided for in the Academic Calendar, which must be signed by the Coordinator and the academic.",0,"en"
18,"REGULAMENTO_GERAL",8,"What are the stages of renewal of registration?","The confirmation of registration will be made by the Course Coordination, by the submission, by the academic, of the registration form printed in two lines, on the date provided for in the Academic Calendar, which must be signed by the Coordinator and the academic.",0,"en"
18,"REGULAMENTO_GERAL",8,"When is the renewal of registration converted into closure?","The confirmation of registration will be made by the Course Coordination, by the submission by the academic of the registration form printed in two lines, on the date provided for in the Academic Calendar, which must be signed by the Coordinator and the academic.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who approves the validation of the registration?","The confirmation of the registration will be made by the Course Coordination, by the presentation, by the academic, of the registration form printed in two lines, on the date provided for in the Academic Calendar, which must be signed by the Coordinator and the academic.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who should submit the enrolment form in the enrolment confirmation?","The enrolment confirmation will be made by the Course Coordination, by the submission by the academic of the enrolment form printed in two lines on the date specified in the Academic Calendar, which must be signed by the Coordinator and the academic.",1,"en"
18,"REGULAMENTO_GERAL",8,"In which year will graduate students be able to enroll in subjects without having met all the prerequisites?","The validation of the enrollment will be carried out with the approval of the Directorate of the Sectoral Administration Unit and a copy of the document must be filed in the academic's folder at the Academic Secretariat.",0,"en"
18,"REGULAMENTO_GERAL",8,"What should be respected in the registration of the subjects?","The validation of the registration will be carried out with the approval of the Directorate of the Sectoral Administration Unit and a copy of the document should be filed in the academic's folder at the Academic Secretariat.",0,"en"
18,"REGULAMENTO_GERAL",8,"What are the stages of renewal?","The validation of the registration will be carried out with the approval of the Directorate of the Sectoral Administration Unit and a copy of the document must be filed in the academic's folder at the Academic Secretariat.",0,"en"
18,"REGULAMENTO_GERAL",8,"When is the renewal of registration converted into closure?","The validation of the registration will be carried out with the approval of the Directorate of the Sectoral Administration Unit and a copy of the document should be filed in the academic's folder at the Academic Secretariat.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who approves the validation of the matriculation?","The validation of the matriculation will be carried out with the approval of the Directorate of the Sectoral Administration Unit and a copy of the document must be filed in the academic's folder at the Academic Secretariat.",1,"en"
18,"REGULAMENTO_GERAL",8,"Who should submit the registration form on the registration confirmation?","The validation of the registration will be carried out with the approval of the Directorate of the Sectoral Administration Unit and a copy of the document should be filed in the academic's folder at the Academic Secretariat.",0,"en"
18,"REGULAMENTO_GERAL",8,"In which year will undergraduate students be able to be enrolled in subjects without having met all the prerequisites?","Enrollment renewal will be converted, by the Coordination of Courses, into lock-in when no subjects are offered that the academic is fit to take.",0,"en"
18,"REGULAMENTO_GERAL",8,"What should be respected in the registration of subjects?","The renewal of registration will be converted by the Coordination of Courses into closure when no subjects are offered that the academic is fit to study.",0,"en"
18,"REGULAMENTO_GERAL",8,"What are the stages of enrolment renewal?","Enrolment renewal will be converted by the Coordination of Courses into lock-in when no subjects are offered that the academic is fit to study.",0,"en"
18,"REGULAMENTO_GERAL",8,"When is the renewal of registration converted into closure?","The renewal of registration will be converted, by the Course Coordination, into closure when no subjects are offered that the academic is fit to take.",1,"en"
18,"REGULAMENTO_GERAL",8,"Who approves the validation of the matriculation?","The renewal of the matriculation will be converted by the Coordination of Courses into closure when there is no offer of subjects that the academic is fit to take.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who should submit the enrolment form on the enrolment confirmation?","Enrolment renewal will be converted by the Coordination of Courses into lock-in when no subjects are offered that the student is fit to take.",0,"en"
18,"REGULAMENTO_GERAL",8,"In which year can undergraduate students be enrolled in subjects without having fulfilled all the prerequisites?","The time load of elective subjects of each Course can be completed in the course itself or in any Sectoral Administration Unit.",0,"en"
18,"REGULAMENTO_GERAL",8,"What should be respected in the registration of subjects?","The time load of elective subjects of each Course may be completed in the course itself or in any Sectoral Administration Unit.",0,"en"
18,"REGULAMENTO_GERAL",8,"What are the stages of enrolment renewal?","The time-load of elective subjects in each course can be completed in the course itself or in any Sectoral Administration Unit.",0,"en"
18,"REGULAMENTO_GERAL",8,"When is the renewal of registration converted into closure?","The time-load of elective subjects of each Course may be completed in the course itself or in any Sectoral Administration Unit.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who approves the validation of the registration?","The time-load of elective subjects of each Course may be completed in the course itself or in any Sectoral Administration Unit.",0,"en"
18,"REGULAMENTO_GERAL",8,"Who should submit the registration form on the enrolment confirmation?","The hours of optional subjects for each course can be completed in the course itself or in any Sectoral Administration Unit.",0,"en"
18,"REGULAMENTO_GERAL",9,"The academic year comprises which regular periods of activities?","In the six-month curriculum of matriculation in subjects, the academic year comprises the regular periods of activities (first and second semesters) and the special study periods offered between the regular periods.",1,"en"
18,"REGULAMENTO_GERAL",9,"Who approves the academic calendar?","In the six-month curriculum for matriculation in subjects, the school year comprises the regular periods of activities (first and second semesters) and the special study periods offered between the regular periods.",0,"en"
18,"REGULAMENTO_GERAL",9,"When are special study periods offered?","In the six-month curriculum for matriculation in subjects, the school year comprises the regular periods of activities (first and second semesters) and the special study periods offered between the regular periods.",1,"en"
18,"REGULAMENTO_GERAL",9,"How many days do the regular periods of a school year cover?","In the six-month curriculum of matriculation in subjects, the school year comprises the regular periods of activities (first and second semesters) and the special study periods offered between the regular periods.",0,"en"
18,"REGULAMENTO_GERAL",9,"Who sets the deadlines for the completion of academic activities?","In the six-month curriculum for matriculation in subjects, the academic year comprises the regular periods of activities (first and second semesters) and the special study periods offered between the regular periods.",0,"en"
18,"REGULAMENTO_GERAL",9,"The school year comprises what regular periods of activities?","Regular periods of a school year, regardless of the calendar year, shall cover at least 200 days of effective academic activities.",0,"empty"
18,"REGULAMENTO_GERAL",9,"Who approves the academic calendar?","Regular periods of a school year, regardless of the calendar year, cover at least 200 days of effective academic activities.",0,"en"
18,"REGULAMENTO_GERAL",9,"When are special periods offered?","Regular periods of a school year, regardless of the calendar year, cover at least two hundred days of effective academic activities.",0,"en"
18,"REGULAMENTO_GERAL",9,"How many days do the regular periods of a school year cover?","Regular periods of a school year, regardless of the calendar year, shall cover at least 200 days of effective academic activities.",1,"empty"
18,"REGULAMENTO_GERAL",9,"Who sets the deadlines for carrying out academic activities?","Regular periods of a school year, regardless of the calendar year, cover at least 200 days of actual academic activities.",0,"en"
18,"REGULAMENTO_GERAL",9,"The school year comprises what regular periods of activities?","The Academic Calendar establishing the deadlines for the implementation of the academic activities of the Graduate Courses will be approved by the Council for Graduate Education (Coeg), on a proposal from the Vice-Rectorate for Graduate Education (Preg).",0,"empty"
18,"REGULAMENTO_GERAL",9,"Who approves the academic calendar?","The Academic Calendar setting the deadlines for the implementation of the academic activities of the Graduate Courses will be approved by the Council for Graduate Education (Coeg) on a proposal from the Vice-Rectorate for Graduate Education (Preg).",1,"en"
18,"REGULAMENTO_GERAL",9,"When are the special study periods offered?","The Academic Calendar setting the deadlines for the implementation of the academic activities of the Graduate Courses will be approved by the Council for Graduate Education (Coeg) on a proposal from the Vice-Rectorate for Graduate Education (Preg).",0,"en"
